country,capital,name,xid,kinds,wikipedia_extracts,clear_link,category,latitude,longitude
United Kingdom,London,Virginia Woolf Building (KCL),W181939041,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","King's College London (informally King's or KCL) is a public research university located in London, United Kingdom, and a founding constituent college of the federal University of London. King's was established in 1829 by King George IV and the Duke of Wellington, when it received its first royal charter (as a university college), and claims to be the fourth oldest university institution in England. In 1836, King's became one of the two founding colleges of the University of London. In the late 20th century, King's grew through a series of mergers, including with Queen Elizabeth College and Chelsea College of Science and Technology (in 1985), the Institute of Psychiatry (in 1997), the United Medical and Dental Schools of Guy's and St Thomas' Hospitals and the Florence Nightingale School of Nursing and Midwifery (in 1998).",https://upload.wikimedia.org/wikipedia/commons/7/70/Strand102.jpg,historic_architecture,51.514645,-0.118015
United Kingdom,London,Camberwell Public Baths,Q5025062,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",Camberwell Public Baths (also Camberwell Baths and recently Camberwell Leisure Centre) opened in 1892 and has been in continuous operation as publicly funded community baths and more recently as a public leisure centre.,https://upload.wikimedia.org/wikipedia/commons/a/ad/Camberwell_public_baths_1.jpg,historic_architecture,51.4743,-0.09056
United Kingdom,London,St Alban the Martyr,W53773963,"religion,churches,interesting_places,other_churches","St Alban's Church, Holborn is a Church of England parish church in Holborn, central London. It has been Grade II* listed since 1951.",https://upload.wikimedia.org/wikipedia/commons/5/51/St_Alban_the_Martyr_Church_and_Brookes_Court_EC1_-_geograph.org.uk_-_1393708.jpg,religion,51.519699,-0.110935
United Kingdom,London,St John Clerkenwell,Q3495329,"religion,churches,interesting_places,other_churches","St John Clerkenwell is a former parish church in Clerkenwell, London, its original priory church site retains a crypt and has been given over to the London chapel of the modern Order of St John. It is a square, light-brick resurrection of the small church of Clerkenwell Priory — the crypt of which is beneath — without a spire or tower. Its three centuries of former decline reflected the disbandment of the medieval Order of St John, or Knights Hospitaller.",https://upload.wikimedia.org/wikipedia/commons/5/5d/Architectura_Ecclesiastica_Londini_St_John_of_Jerusalem_Clerkenwell.jpg,religion,51.523102,-0.103056
United Kingdom,London,Gray's Inn,W314262878,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","The Honourable Society of Gray's Inn, commonly known as Gray's Inn, is one of the four Inns of Court (professional associations for barristers and judges) in London. To be called to the bar and practise as a barrister in England and Wales, an individual must belong to one of these Inns. Located at the intersection of High Holborn and Gray's Inn Road in Central London, the Inn is both a professional body and a provider of office accommodation (chambers) for many barristers. It is ruled by a governing council called ""Pension"", made up of the Masters of the Bench (or ""Benchers""), and led by the Treasurer, who is elected to serve a one-year term. The Inn is known for its gardens, or Walks, which have existed since at least 1597.",https://upload.wikimedia.org/wikipedia/commons/0/08/Gray%27s_inn_zz.JPG,historic_architecture,51.519112,-0.112042
United Kingdom,London,Westminster Hall,W367642704,"historic_architecture,palaces,architecture,interesting_places","The Palace of Westminster is the meeting place of the House of Commons and the House of Lords, the two houses of the Parliament of the United Kingdom. Commonly known as the Houses of Parliament after its occupants, the Palace lies on the north bank of the River Thames in the City of Westminster, in central London, England.",https://upload.wikimedia.org/wikipedia/commons/7/75/Parliament_at_Sunset.JPG,historic_architecture,51.49987,-0.125367
United Kingdom,London,Lincoln's Inn Fields,W30613392,"gardens_and_parks,urban_environment,cultural,interesting_places,squares","Lincoln's Inn Fields is the largest public square in London. It was laid out in the 1630s under the initiative of the speculative builder and contractor William Newton, ""the first in a long series of entrepreneurs who took a hand in developing London"", as Sir Nikolaus Pevsner observes. The original plan for ""laying out and planting"" these fields, drawn by the hand of Inigo Jones, was said still to be seen in Lord Pembroke's collection at Wilton House in the 19th century, but is untraced. The grounds, which had remained private property, were acquired by London County Council in 1895. It is today managed by the London Borough of Camden and forms part of the southern boundary of that borough with the City of Westminster.",https://upload.wikimedia.org/wikipedia/commons/e/eb/Lincoln%27s_Inn_Fields_-_May_2006.jpg,gardens_and_parks,51.516201,-0.116598
United Kingdom,London,Richard the Lionheart,N381157973,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments","Richard Coeur de Lion is a Grade II listed equestrian statue of the 12th-century English monarch Richard I, also known as Richard the Lionheart, who reigned from 1189–99. It stands on a granite pedestal in Old Palace Yard outside the Palace of Westminster in London, facing south towards the entrance to the House of Lords. It was created by Baron Carlo Marochetti, an Italian sculptor whose works were popular with European royalty and the nobility, though often less well regarded by critics and the artistic establishment. The statue was first produced in clay and displayed at The Great Exhibition in 1851, where it was located outside the west entrance to the Crystal Palace. It was well received at the time and two years later Queen Victoria and Prince Albert headed a list of illustrious subscribers to a fund that aimed to raise money for the casting of the statue in bronze.",https://upload.wikimedia.org/wikipedia/commons/a/a7/Richard_the_first.jpg,historic,51.499138,-0.125546
United Kingdom,London,"Theatre Royal, Drury Lane",W81071485,"cultural,theatres_and_entertainments,interesting_places,other_theatres","The Theatre Royal, Drury Lane, commonly known as Drury Lane, is a West End theatre and Grade I listed building in Covent Garden, London, England. The building faces Catherine Street (earlier named Bridges or Brydges Street) and backs onto Drury Lane. The building is the most recent in a line of four theatres which were built at the same location, the earliest of which dated back to 1663, making it the oldest theatre site in London still in use. According to the author Peter Thomson, for its first two centuries, Drury Lane could ""reasonably have claimed to be London's leading theatre"". For most of that time, it was one of a handful of patent theatres, granted monopoly rights to the production of ""legitimate"" drama in London (meaning spoken plays, rather than opera, dance, concerts, or plays with music).",https://upload.wikimedia.org/wikipedia/commons/8/85/The_Theatre_Royal%2C_Drury_Lane_-_geograph.org.uk_-_543440.jpg,cultural,51.512993,-0.12023
United Kingdom,London,The Red Lion,W547238388,"historic_architecture,architecture,interesting_places,pubs,foods,tourist_facilities,other_buildings_and_structures","The Red Lion is a Grade II listed public house at 48 Parliament Street, London SW1.",https://upload.wikimedia.org/wikipedia/commons/9/90/Red_Lion%2C_Parliament_Street_%28geograph_5346006%29.jpg,historic_architecture,51.502064,-0.125677
United Kingdom,London,London Transport Museum,W44599803,"museums,cultural,interesting_places,museums_of_science_and_technology,other_technology_museums","The London Transport Museum, or LT Museum based in Covent Garden, London, seeks to conserve and explain the transport heritage of Britain's capital city. The majority of the museum's exhibits originated in the collection of London Transport, but, since the creation of Transport for London (TfL) in 2000, the remit of the museum has expanded to cover all aspects of transportation in the city.",https://upload.wikimedia.org/wikipedia/commons/d/d1/London_Transport_Museum_%2842206944281%29.jpg,museums,51.511978,-0.12122
United Kingdom,London,Oliver Cromwell,N381157978,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments","A statue of Oliver Cromwell stands outside the House of Commons of the United Kingdom in Westminster, London. Oliver Cromwell was Lord Protector of the Commonwealth of England, Scotland and Ireland between 1653 and 1658.The statue was designed by Hamo Thornycroft and erected in 1899. It has divided opinion, both before its erection and since, due to Cromwell's opposition to the British monarchy and his role in the conquest of Ireland. Cromwell stands accused by some of war crimes, religious persecution and ethnic cleansing on a dramatic scale against Catholics in Ireland.",https://upload.wikimedia.org/wikipedia/commons/c/c6/Oliver_Cromwell_Statue%2C_Westminster_-_London.jpg,historic,51.499832,-0.125829
United Kingdom,London,St Alban's Church of England Primary School,W41182873,"religion,churches,interesting_places,other_churches","St Alban's Church, Holborn is a Church of England parish church in Holborn, central London. It has been Grade II* listed since 1951.",https://upload.wikimedia.org/wikipedia/commons/5/51/St_Alban_the_Martyr_Church_and_Brookes_Court_EC1_-_geograph.org.uk_-_1393708.jpg,religion,51.520168,-0.111099
United Kingdom,London,Saint John The Divine,W58727807,"religion,churches,interesting_places,other_churches","St John the Divine, Kennington, is an Anglican church in London. The parish of Kennington is within the Anglican Diocese of Southwark. The church was designed by the architect George Edmund Street (who also built the Royal Courts of Justice on Strand, London) in the Decorated Gothic style, and was built between 1871 and 1874. Today it is a grade I listed building.The church stands on Vassall Road, Kennington, in Vassall Ward in the London Borough of Lambeth. It is near Oval tube station and the Oval Cricket Ground. The spire can be seen clearly for miles around.",https://upload.wikimedia.org/wikipedia/commons/6/6f/St_John_the_Divine%2C_Kennington_Exterior%2C_UK_-_Diliff.jpg,religion,51.477562,-0.106174
United Kingdom,London,Gray's Inn Hall,W314257065,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","The Honourable Society of Gray's Inn, commonly known as Gray's Inn, is one of the four Inns of Court (professional associations for barristers and judges) in London. To be called to the bar and practise as a barrister in England and Wales, an individual must belong to one of these Inns. Located at the intersection of High Holborn and Gray's Inn Road in Central London, the Inn is both a professional body and a provider of office accommodation (chambers) for many barristers. It is ruled by a governing council called ""Pension"", made up of the Masters of the Bench (or ""Benchers""), and led by the Treasurer, who is elected to serve a one-year term. The Inn is known for its gardens, or Walks, which have existed since at least 1597.",https://upload.wikimedia.org/wikipedia/commons/0/08/Gray%27s_inn_zz.JPG,historic_architecture,51.519276,-0.112728
United Kingdom,London,Belgrave Hospital for Children,Q15198238,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","The Belgrave Hospital for Children in Kennington, London, United Kingdom was a voluntary hospital founded in Pimlico, London in 1866. A new hospital building was constructed between 1899 and 1926 at 1 Clapham Road from a design by Charles Holden. It was designated a Grade II* listed building in 1981 and is currently residential flats.",https://upload.wikimedia.org/wikipedia/commons/d/d6/Belgrave_Hospital_for_Children%2C_front_view_I.JPG,historic_architecture,51.480751,-0.113147
United Kingdom,London,The Cenotaph,N59598355,"historic,monuments_and_memorials,burial_places,interesting_places,war_memorials,monuments","The Cenotaph is a war memorial on Whitehall in London, England. Its origin is in a temporary structure erected for a peace parade following the end of the First World War, and after an outpouring of national sentiment it was replaced in 1920 by a permanent structure and designated the United Kingdom's official national war memorial.",https://upload.wikimedia.org/wikipedia/commons/4/45/Portland.stone.cenotaph.london.arp.jpg,historic,51.50267,-0.126087
United Kingdom,London,Adelphi Theatre,W313005904,"cultural,theatres_and_entertainments,interesting_places,other_theatres","The Adelphi Theatre is a London West End theatre, located on the Strand in the City of Westminster. The present building is the fourth on the site. The theatre has specialised in comedy and musical theatre, and today it is a receiving house for a variety of productions, including many musicals. The theatre was Grade II listed for historical preservation on 1 December 1987.",https://upload.wikimedia.org/wikipedia/commons/c/cf/AdelphiTheatre.png,cultural,51.510235,-0.123078
United Kingdom,London,Imperial Chemical House,Q6006431,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","Imperial Chemical House is a Grade II listed building situated on Millbank, London, England, near the west end of Lambeth Bridge. It was designed by Sir Frank Baines in the neoclassical style of the inter-war years, and constructed between 1927 and 1929 as the headquarters for the newly created Imperial Chemical Industries (ICI). Thames House, the next building south along Millbank, across Horseferry Road, was also designed by Baines and constructed at the same time.",https://upload.wikimedia.org/wikipedia/commons/d/d5/Imperial_Chemical_House_Lon.jpg,historic_architecture,51.494999,-0.125611
United Kingdom,London,George V,N409888627,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments","The statue of George V in Old Palace Yard, Westminster, London, is a sculpture of George V, King of the United Kingdom and the British Dominions, and Emperor of India. The statue was sculpted prior to the Second World War and was hidden in a quarry during the war years. Other locations were suggested for the statue, including Parliament Square, but it was unveiled opposite the House of Lords in 1947.",https://upload.wikimedia.org/wikipedia/commons/5/52/Statue_of_George_V_in_Westminster_%28London%2C_2009%29.jpg,historic,51.498913,-0.126336
United Kingdom,London,St Anne's House,Q26481081,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","St Anne's House, 363 Kennington Lane, Vauxhall, London SE11, is the presbytery for St Anne's Church next door.It was built in the early 19th century, designed by Joseph Gandy in the Soanian style, and has been Grade II listed since 1981.",https://upload.wikimedia.org/wikipedia/commons/f/f2/St_Anne%27s_House%2C_Vauxhall%2C_October_2014_02.jpg,historic_architecture,51.48613,-0.120155
United Kingdom,London,Gwydyr House,Q5623756,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","Gwydyr House (Welsh: Tŷ Gwydyr) is a Grade II* listed mansion in Whitehall, and is the London headquarters of the Office of the Secretary of State for Wales. The house lies on the eastern side of the street, opposite Dover House.",https://upload.wikimedia.org/wikipedia/commons/4/4f/Gwydyr_House%2C_Whitehall_%28geograph_5590927%29.jpg,historic_architecture,51.504101,-0.1259
United Kingdom,London,Gray's Inn,W314262879,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","The Honourable Society of Gray's Inn, commonly known as Gray's Inn, is one of the four Inns of Court (professional associations for barristers and judges) in London. To be called to the bar and practise as a barrister in England and Wales, an individual must belong to one of these Inns. Located at the intersection of High Holborn and Gray's Inn Road in Central London, the Inn is both a professional body and a provider of office accommodation (chambers) for many barristers. It is ruled by a governing council called ""Pension"", made up of the Masters of the Bench (or ""Benchers""), and led by the Treasurer, who is elected to serve a one-year term. The Inn is known for its gardens, or Walks, which have existed since at least 1597.",https://upload.wikimedia.org/wikipedia/commons/0/08/Gray%27s_inn_zz.JPG,historic_architecture,51.519806,-0.112415
United Kingdom,London,St Giles' Church,W34179731,"religion,churches,interesting_places,other_churches","St Giles' Church, Camberwell, is the parish church of Camberwell, a district of London which forms part of the London Borough of Southwark. It is part of Camberwell Deanery within the Anglican Diocese of Southwark in the Church of England. The church is dedicated to Saint Giles, the patron saint of the disabled. A local legend associates the dedication of St Giles with a well near Camberwell Grove, which may also have given Camber-well its name. An article on the church from 1827 states: ""it has been conjectured that the well might have been famous for some medicinal virtues and might have occasioned the dedication of the church to this patron saint of cripples"".",https://upload.wikimedia.org/wikipedia/commons/d/d7/St_Giles%2C_Camberwell_Church_Street%2C_London_SE5_-_geograph.org.uk_-_1721276.jpg,religion,51.473156,-0.086907
United Kingdom,London,Camberwell College of Arts,W5552546,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","Camberwell College of Arts (formerly known as Camberwell School of Arts and Crafts) is a constituent college of the University of the Arts London, and is regarded as one of the UK's foremost art and design institutions. It is located in Camberwell in South London, England, with two sites, located in Peckham Road and Wilson Road. It offers further and higher education programmes, including postgraduate and PhD awards. The College has retained single degree options within Fine Art, offering specialist Bachelor of Arts courses in painting, sculpture, photography and drawing. The College also runs graduate and postgraduate courses in art conservation and fine art as well as design courses such as Graphic Design, Illustration and 3D Design.",https://upload.wikimedia.org/wikipedia/commons/8/87/Camberwell_College_of_Arts_%281%29.jpg,historic_architecture,51.473072,-0.085938
United Kingdom,London,Thames House,Q198519,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","Thames House is a Grade II listed building in Millbank, London, on the north bank of the River Thames adjacent to Lambeth Bridge. Originally used as offices by Imperial Chemical Industries (ICI), it has served as the headquarters of the UK Security Service (commonly known as MI5) since December 1994. It also served as the London headquarters of the Northern Ireland Office (NIO) until March 2013.",https://upload.wikimedia.org/wikipedia/commons/6/68/MI5BuildingThamesHouse.jpg,historic_architecture,51.493999,-0.125611
United Kingdom,London,Saint Margaret's Church,W54486345,"religion,churches,interesting_places,other_churches","The Church of St Margaret, Westminster Abbey, is situated in the grounds of Westminster Abbey on Parliament Square. It was until 1972 the Anglican parish church of the House of Commons of the United Kingdom in London. It is dedicated to Margaret of Antioch.The church forms part of a single World Heritage Site, with the Palace of Westminster and Westminster Abbey.",https://upload.wikimedia.org/wikipedia/commons/3/38/StMargaretsChurch.jpg,religion,51.499832,-0.126706
United Kingdom,London,Crown Court,N935908855,"religion,churches,interesting_places,other_churches","A Scottish Presbyterian congregation was first established in London during the reign of King James I of England and VI of Scots, following the Union of the Crowns in 1603. Some of his Scottish courtiers worshipped in a chapel near the old Whitehall Palace at the diplomatic site as “Scotland Yard” and later provided the original headquarters of London’s Metropolitan Police.",https://upload.wikimedia.org/wikipedia/commons/5/52/CrownCourtChFront.JPG,religion,51.51342,-0.120983
United Kingdom,London,"High Commission of Nigeria, London",Q16843027,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",The High Commission of Nigeria in London is the diplomatic mission of Nigeria in the United Kingdom.In 2012 a protest was held outside the High Commission by people opposed to the cut in fuel subsidies introduced by President Goodluck Jonathan.,https://upload.wikimedia.org/wikipedia/commons/3/3f/High_Commission_of_Nigeria%2C_London_3.jpg,historic_architecture,51.506672,-0.125377
United Kingdom,London,Lindsey House,Q17526780,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","Lindsey House is a Grade I listed building in Lincoln's Inn Fields, London.It was built in 1638–41, with alterations by Isaac Ware in 1751–52 to form two houses. Lindsey House has been a listed building since 1951.",https://upload.wikimedia.org/wikipedia/commons/a/ad/Lindsey_House_20130413_174.JPG,historic_architecture,51.5159,-0.118518
United Kingdom,London,Rules,W558928361,"historic_architecture,architecture,interesting_places,restaurants,foods,tourist_facilities,other_buildings_and_structures","Rules is a London restaurant on Maiden Lane in Covent Garden. Rules was founded in 1798 by Thomas Rule, and describes itself as London's oldest restaurant.",https://upload.wikimedia.org/wikipedia/commons/e/ee/Rules%2C_London%27s_oldest_restaurant._-_geograph.org.uk_-_510375.jpg,historic_architecture,51.51083,-0.123191
United Kingdom,London,Lord Palmerston,N347144815,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments","The statue of Lord Palmerston is an outdoor bronze sculpture depicting Henry John Temple, 3rd Viscount Palmerston, located at Parliament Square in London, United Kingdom. The statue, sculpted by Thomas Woolner and unveiled in 1876, stands on a granite pedestal. It is Grade II listed.",https://upload.wikimedia.org/wikipedia/commons/3/36/Palmerston_statue_Parliament_Square.jpg,historic,51.500904,-0.127076
United Kingdom,London,Covent Garden Market,W633369346,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","The first record of a ""new market in Covent Garden"" is in 1654 when market traders set up stalls against the garden wall of Bedford House. The Earl of Bedford acquired a private charter from Charles II in 1670 for a fruit and vegetable market, permitting him and his heirs to hold a market every day except Sundays and Christmas Day. The original market, consisting of wooden stalls and sheds, became disorganised and disorderly, and John Russell, 6th Duke of Bedford, requested an Act of Parliament in 1813 to regulate it, then commissioned Charles Fowler in 1830 to design the neo-classical market building that is the heart of Covent Garden today. The contractor was William Cubitt and Company. Further buildings were added—the Floral hall, Charter Market, and in 1904 the Jubilee Market for foreign flowers was built by Cubitt and Howard.",https://upload.wikimedia.org/wikipedia/commons/8/8d/Covent_Garden_-_geograph.org.uk_-_1448913.jpg,historic_architecture,51.511986,-0.122713
United Kingdom,London,St. James's Church,W42471577,"religion,churches,interesting_places,other_churches","St James Church, Clerkenwell, is an Anglican parish church in Clerkenwell, London, England.",https://upload.wikimedia.org/wikipedia/commons/2/2f/St_James_Church%2C_Clerkenwell_in_London.jpg,religion,51.523552,-0.105578
United Kingdom,London,Trinity Green Almshouses,Q17528170,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","Trinity Green Almshouses (formerly Trinity Hospital) are a series of Grade I listed almshouses on Mile End Road in London. They were originally built in 1695 to provide housing for retired sailors, and are the oldest almshouses in Central London. The buildings were damaged during the Second World War, and were restored in the 1950s by London County Council.",https://upload.wikimedia.org/wikipedia/commons/1/1d/Trinity_Green_and_Alms_Houses_E1_-_geograph.org.uk_-_1192789.jpg,historic_architecture,51.520802,-0.0548
United Kingdom,London,College of Optometrists,Q5146790,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","The College of Optometrists is the professional, scientific and examining body for optometry in the United Kingdom, working for the public benefit. Their headquarters is at 41-42 Craven Street, London WC2, of which no 41 is a Grade II listed building.",https://upload.wikimedia.org/wikipedia/commons/3/38/College_of_Optometrists%2C_London%2C_September_2016_21.jpg,historic_architecture,51.50787,-0.125428
United Kingdom,London,Sir Robert Peel,N347144620,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments","The statue of Robert Peel in Parliament Square, London, is a bronze sculpture of Sir Robert Peel, a former Prime Minister of the United Kingdom. It was sculpted by Matthew Noble and was one of the first three statues to be placed in the square.",https://upload.wikimedia.org/wikipedia/commons/f/f8/Peel_statue_Parliament_Square.jpg,historic,51.500488,-0.127291
United Kingdom,London,Statue of Benjamin Disraeli,Q18161998,"cultural,urban_environment,interesting_places,sculptures","The statue of Benjamin Disraeli is an outdoor bronze sculpture by Mario Raggi, located at Parliament Square in London, United Kingdom. Installed in 1883, it features a bronze statue on a red granite plinth. The memorial is located at the west side of the square, facing the Houses of Parliament, and is Grade II-listed.",https://upload.wikimedia.org/wikipedia/commons/c/ca/Benjamin_Disraeli_monument.JPG,cultural,51.500641,-0.1273
United Kingdom,London,Earl of Derby,N347143584,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments","A sculpture of the statesman and three-time Prime Minister of the United Kingdom, Edward Smith-Stanley, 14th Earl of Derby, is located in Parliament Square, London, England. The sculptor was Matthew Noble and the Grade II-listed statue was unveiled on 11 July 1874.The unveiling ceremony was performed by the then prime minister Benjamin Disraeli and those in attendance included Derby's son, Edward Stanley, 15th Earl of Derby, Charles Gordon-Lennox, 6th Duke of Richmond, Hugh Cairns, 1st Earl Cairns, Henry Liddell, 1st Earl of Ravensworth, numerous Members of Parliament and ""a large number of ladies"". At the conclusion of his speech, following the unveiling, Disraeli said:",https://upload.wikimedia.org/wikipedia/commons/9/90/Earl_of_Derby_%2816543860247%29.jpg,historic,51.500786,-0.127303
United Kingdom,London,Smith Square,Q7545325,"cultural,urban_environment,interesting_places,squares","Smith Square is a square in the Westminster district of London, just south of the Palace of Westminster. The centre of the square is occupied by St John's, Smith Square, a Baroque church now used as a concert hall. Most of the square is now taken up by offices and the location means that they are mostly occupied by organisations associated with the government, or that need to be near it for lobbying purposes. In the mid 20th century the square hosted the headquarters of both the main parties of British politics, and it is now home to the Department for Environment, Food and Rural Affairs, the Local Government Association and the London base of the European Parliament and European Commission.",https://upload.wikimedia.org/wikipedia/commons/b/b4/Smith_Square_Westminster.jpg,cultural,51.496113,-0.126944
United Kingdom,London,"St John's, Smith Square",W118720812,"religion,historic_architecture,architecture,churches,theatres_and_entertainments,concert_halls,cultural,interesting_places,destroyed_objects,other_churches","St John's Smith Square is a former church in the centre of Smith Square, Westminster, London. Sold to a charitable trust as a ruin following firebombing in the Second World War, it was restored as a concert hall.",https://upload.wikimedia.org/wikipedia/commons/e/e6/St_John%27s_Smith_Square_south_facade.jpg,religion,51.495979,-0.126999
United Kingdom,London,Royal Opera House,W33721672,"cultural,theatres_and_entertainments,interesting_places,opera_houses","The Royal Opera House (ROH) is an opera house and major performing arts venue in Covent Garden, central London. The large building is often referred to as simply ""Covent Garden"", after a previous use of the site of the opera house's original construction in 1732. It is the home of The Royal Opera, The Royal Ballet, and the Orchestra of the Royal Opera House. Originally called the Theatre Royal, it served primarily as a playhouse for the first hundred years of its history. In 1734, the first ballet was presented. A year later, Handel's first season of operas began. Many of his operas and oratorios were specifically written for Covent Garden and had their premieres there.",https://upload.wikimedia.org/wikipedia/commons/b/bb/Royal_Opera_House_and_ballerina.jpg,cultural,51.512875,-0.122544
United Kingdom,London,Troxy,Q7846709,"cultural,theatres_and_entertainments,cinemas,interesting_places,music_venues","Troxy is a Grade II-listed Art Deco venue which has been converted for modern use and hosts music concerts, immersive cinema events, award ceremonies, conferences, product launches, indoor sport, film screenings, parties and weddings at 490 Commercial Road in Stepney, in the East End borough of Tower Hamlets, London, England.It is considered a vital part of East London's history and was made a Grade II listed building in 1990. It has a capacity of 3,100.",https://upload.wikimedia.org/wikipedia/commons/d/d6/The_Troxy%2C_Commercial_Road_-_East_London..jpg,cultural,51.512772,-0.04403
United Kingdom,London,St Peter's Hospital,Q18392694,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","St Peter's Hospital is a former hospital in Henrietta Street, Covent Garden, London, which is a grade II listed building.",https://upload.wikimedia.org/wikipedia/commons/9/9d/St._Peter%27s_Hospital%2C_Covent_Garden_02.JPG,historic_architecture,51.511101,-0.124013
United Kingdom,London,St Paul's Church,W173544229,"religion,churches,interesting_places,other_churches","St Paul's Church is a church located in Bedford Street, Covent Garden, London, WC2E 9ED. It was designed by Inigo Jones as part of a commission for the 4th Earl of Bedford in 1631 to create ""houses and buildings fit for the habitations of Gentlemen and men of ability"". As well as being the parish church of Covent Garden, the church has gained the nickname of ""the actors' church"" by a long association with the theatre community.",https://upload.wikimedia.org/wikipedia/commons/c/c8/St._Paul%27s_Church%2C_Covent_Garden%2C_London.jpg,religion,51.511528,-0.123719
United Kingdom,London,George Canning,N348924286,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments","The statue of George Canning in Parliament Square, Westminster, London, is a work by Sir Richard Westmacott (1832).",https://upload.wikimedia.org/wikipedia/commons/8/81/Statue_of_George_Canning%2C_Parliament_Square%2C_London.jpg,historic,51.500992,-0.127732
United Kingdom,London,Cádiz Memorial,N5072911672,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments","The Cádiz Memorial, also known as the ""Prince Regent's Bomb"", is an early 19th-century French mortar mounted on a brass monster, located in Horse Guards Parade in Westminster, London. It was first ""exposed to public view"" on 12 August 1816 and has been classified as a Grade II listed building since 1 December 1987. The monument was a feature of many satirical verses and cartoons in the early 19th century, mainly because the word ""bomb"" – pronounced ""bum"" – gave it an immediate association with the notoriously profligate Prince Regent's sizeable backside.",https://upload.wikimedia.org/wikipedia/commons/0/02/C%C3%A1diz_Memorial%2C_London.jpg,historic,51.504189,-0.127301
United Kingdom,London,Horse Guards,W133153176,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","Horse Guards is a historic building in the City of Westminster, London, between Whitehall and Horse Guards Parade. It was built in the mid-18th century, replacing an earlier building, as a barracks and stables for the Household Cavalry, later becoming an important military headquarters. Horse Guards originally formed the entrance to the Palace of Whitehall and later St James's Palace; for that reason it is still ceremonially defended by the Queen's Life Guard. Although still in military use, part of the building houses the Household Cavalry Museum which is open to the public.",https://upload.wikimedia.org/wikipedia/commons/0/05/Horse_guards_2004.jpg,historic_architecture,51.504757,-0.127215
United Kingdom,London,Westminster School,R9346126,"historic_architecture,architecture,interesting_places,other_buildings_and_structures","Westminster School is an independent day and boarding school in London, England, located within the precincts of Westminster Abbey. With origins before the 12th century, the educational tradition of Westminster probably dates back as far as AD 960, in line with the Abbey's history. Boys are admitted to the Under School at age seven and to the senior school at age thirteen; girls are admitted at age sixteen into the Sixth Form. The school has around 750 pupils; around a quarter are boarders, most of whom go home at weekends, after Saturday morning school. The school motto, Dat Deus Incrementum, is taken from the New Testament, specifically 1 Corinthians 3:6.",https://upload.wikimedia.org/wikipedia/commons/7/73/Westminster_school_arch_view.jpg,historic_architecture,51.49818,-0.127998
United Kingdom,London,Freemasons' Hall,W28416499,"museums,cultural,interesting_places,other_museums","Freemasons' Hall in London is the headquarters of the United Grand Lodge of England and the Supreme Grand Chapter of Royal Arch Masons of England, as well as being a meeting place for many Masonic Lodges in the London area. It is located in Great Queen Street between Holborn and Covent Garden and has been a Masonic meeting place since 1775. There have been three Masonic buildings on the site, with the current incarnation being opened in 1933.Parts of the building are open to the public daily, and its preserved classic Art Deco style, together with its regular use as a film and television location, have made it a tourist destination.In 1846, the World Evangelical Alliance was founded here.",https://upload.wikimedia.org/wikipedia/commons/c/ce/Freemasons%27_Hall%2C_London.JPG,museums,51.515297,-0.120797
United Kingdom,London,Middlesex Guildhall,Q1164504,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",The Middlesex Guildhall is the home of the Supreme Court of the United Kingdom and of the Judicial Committee of the Privy Council. It stands on the south-west corner of Parliament Square in London.,https://upload.wikimedia.org/wikipedia/commons/e/eb/Middlesex_Guildhall%2C_Parliament_Square_-_geograph.org.uk_-_1229272.jpg,historic_architecture,51.500362,-0.128139
