country,capital,name,xid,kinds,lat,lon,wikipedia_extracts,image
United Kingdom,London,St Katharine Cree Churchyard,W526020404,"religion,churches,gardens_and_parks,urban_environment,cultural,interesting_places,other_churches",-0.078547,51.513561,"St Katharine Cree is a Church of England church in the Aldgate ward of the City of London, on the north side of Leadenhall Street near Leadenhall Market. It was founded in 1280. The present building dates from 1628–30. Formerly a parish church, it is now a guild church.",https://commons.wikimedia.org/wiki/File:Church_of_St_Katherine_Cree%2C_2001.jpg
United Kingdom,London,Ward of Queenhithe,Q1524847,"other,unclassified_objects,interesting_places,historic_object",-0.097,51.511002,"Queenhithe is a small and ancient ward of the City of London, situated by the River Thames and to the south of St. Paul's Cathedral. The Millennium Bridge crosses into the City at Queenhithe.Queenhithe is also the name of the ancient, but now disused, dock and a minor street, which runs along that dock, both of which are within the ward.The ward is served by London Buses route 388, which runs along Queen Victoria Street and stops by the Millennium footbridge, and the nearest London Underground station is Mansion House, on Queen Victoria Street.",https://commons.wikimedia.org/wiki/File:Queenhithe_London_2010.jpg
United Kingdom,London,Merchant Taylors' Hall,Q6818403,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",-0.085081,51.513901,"The Merchant Taylors' Hall, London is the seat of the Worshipful Company of Merchant Taylors, one of the Twelve Great Livery Companies of the City of London surviving from Mediaeval times.The Company has occupied its present site between Threadneedle Street and Cornhill since 1347. It is thus one of only 40 remaining livery halls in London.",https://commons.wikimedia.org/wiki/File:Merchant_Taylors_Hall%2C_the_courtyard_-_geograph.org.uk_-_813163.jpg
United Kingdom,London,No 1 Poultry,Q1994490,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",-0.090833,51.513332,"No 1 Poultry is an office and retail building in London. It is located at the junction of Poultry and Queen Victoria Street, adjacent to Bank junction, in the City of London financial district. The building was designed by James Stirling for a site which then was owned by developer Peter Palumbo, and first assembled by Palumbo's father, Rudolph, in the 1960s. Originally intended to be the site of a modernist office tower designed by Mies van der Rohe in the manner of the Seagram Building in New York City, that scheme was aborted following one of the great architectural and planning show-downs of the 1970s. A new design was created, Stirling's final design, in a postmodernist style with an outer shell of bands of rose-pink stone. The structure was built after his death and is considered one of the greatest masterpieces of the postmodernist style in London. In 2016, following proposals to alter it, it received government recognition with a listing at grade II*, making it the youngest listed building in England.",https://commons.wikimedia.org/wiki/File:No_1_Poultry_%2815481592400%29.jpg
United Kingdom,London,St Mary Aldermary,W155419713,"religion,churches,interesting_places,other_churches",-0.093236,51.512741,"The Guild Church of St Mary Aldermary is an Anglican church located in Watling Street at the junction with Bow Lane, in the City of London. Of medieval origin, it was rebuilt from 1510. Badly damaged in the Great Fire of London in 1666, it was rebuilt once more, this time by Sir Christopher Wren, unlike the vast majority of his City churches in a Gothic style.",https://commons.wikimedia.org/wiki/File:St_Mary_Aldermary%2C_Bow_Lane%2C_London_EC4_-_geograph.org.uk_-_885953.jpg
United Kingdom,London,St Mary Somerset Tower,N6448488082,"religion,historic_architecture,architecture,churches,interesting_places,destroyed_objects,other_churches",-0.09685,51.511383,"St. Mary Somerset was a church in the City of London first recorded in the twelfth century. Destroyed in the Great Fire of 1666, it was one of the 51 churches rebuilt by the office of Sir Christopher Wren. The tower is located in Upper Thames Street, the body of the church being demolished in 1871.",https://commons.wikimedia.org/wiki/File:Tower_of_St_Mary_Somerset%2C_Upper_Thames_Street_-_geograph.org.uk_-_54510.jpg
United Kingdom,London,Tower of St Mary Somerset,W618358017,"religion,historic_architecture,architecture,churches,interesting_places,destroyed_objects,other_churches",-0.096851,51.511406,"St. Mary Somerset was a church in the City of London first recorded in the twelfth century. Destroyed in the Great Fire of 1666, it was one of the 51 churches rebuilt by the office of Sir Christopher Wren. The tower is located in Upper Thames Street, the body of the church being demolished in 1871.",https://commons.wikimedia.org/wiki/File:Tower_of_St_Mary_Somerset%2C_Upper_Thames_Street_-_geograph.org.uk_-_54510.jpg
United Kingdom,London,"St Pancras, Soper Lane",Q7595031,"religion,churches,interesting_places,other_churches",-0.091967,51.513302,"St Pancras, Soper Lane, was a parish church in the City of London, in England. Of medieval origin, it was destroyed in the Great Fire of London in 1666 and not rebuilt.",https://commons.wikimedia.org/wiki/File:Pancras_Lane_site_of_St_Pancras_Soper_Lane.JPG
United Kingdom,London,30 Cannon Street,Q19870377,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",-0.09478,51.512501,"30 Cannon Street is a modern office building on Cannon Street in the City of London, close to Mansion House underground station. It was designed by Whinney, Son & Austen Hall as an office building for Crédit Lyonnais and built between 1974 and 1977. It became a Grade II listed building in 2015.The location was formerly the site of the city church of St Mildred, Bread Street, designed by Christopher Wren after the medieval church was destroyed in the Great Fire of London; the Wren church was bombed and destroyed in the Second World War. The site was one of the last bomb sites in London to be redeveloped.",https://commons.wikimedia.org/wiki/File:30_Cannon_Street._-_geograph.org.uk_-_519453.jpg
United Kingdom,London,The Lord Nelson,W155075263,"historic_architecture,architecture,interesting_places,pubs,foods,tourist_facilities,other_buildings_and_structures",-0.074204,51.486721,"The Lord Nelson is a Grade II listed public house at 386 Old Kent Road, Bermondsey, London.It is on the Campaign for Real Ale's National Inventory of Historic Pub Interiors.It was built in the early 19th century.",https://commons.wikimedia.org/wiki/File:Lord_Nelson%2C_Walworth%2C_SE1_%282512648048%29.jpg
United Kingdom,London,Банк Англии,Q63637740,"historic_architecture,architecture,interesting_places,bank,banks,tourist_facilities,other_buildings_and_structures",-0.088588,51.51424,"La sede central del Banco de Inglaterra es el edificio que alberga al Banco de Inglaterra en la capital británica, Londres.",https://commons.wikimedia.org/wiki/File:Bank_of_England_Building%2C_London%2C_UK_-_Diliff.jpg
United Kingdom,London,Saint Peter's Walworth,W46216533,"religion,churches,interesting_places,other_churches",-0.092626,51.486572,"St Peter's Church is an Anglican parish church in Walworth, London, in the Woolwich Episcopal Area of the Anglican Diocese of Southwark. It was built between 1823–25 and was the first church designed by Sir John Soane, in the wave of the church-building following the Napoleonic wars. It is the best preserved of Soane's churches.It is a Commissioners' church, receiving a grant under the Church Building Act 1818 towards the cost of its construction. The church cost £18,592 (equivalent to £1,500,000 in 2016), and the grant from the Church Building Commission amounted to £9,354. The church is a Grade I listed building.",https://commons.wikimedia.org/wiki/File:St_Peter%27s_Chancel.jpg
United Kingdom,London,The Brown Bear,W257334015,"historic_architecture,architecture,interesting_places,pubs,foods,tourist_facilities,other_buildings_and_structures",-0.06846,51.511406,"The Brown Bear is a pub at 139 Leman Street, Whitechapel, London E1.It is a Grade II listed building, dating back to the early 19th century.",https://commons.wikimedia.org/wiki/File:The_Brown_Bear_%286784305943%29.jpg
United Kingdom,London,Baltic Exchange,Q22087317,"architecture,historic_architecture,interesting_places,destroyed_objects",-0.0807,51.514599,"The Baltic Exchange was a building located at 24–28 St Mary Axe in London and occupied by Baltic Exchange Ltd, a provider of information on maritime transportation markets. A historic landmark, the Baltic Exchange building was architecturally known for its cathedral-like trading hall and its stained glass. It was destroyed in a bombing in 1992. The site is now occupied by ""The Gherkin"".",https://commons.wikimedia.org/wiki/File:Stained_glass_window_from_Baltic_Exchange.jpg
United Kingdom,London,"Gibson Hall, London",Q16992820,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",-0.083666,51.514702,"Westminster Bank is a Grade I listed building in the City of London. The building is now known as Gibson Hall, after the name of its designer, John Gibson.Built in 1865, was commissioned as a new head office for the directors of the National Provincial Bank of England in Bishopsgate.Gibson Hall's exterior elevation features curved panels picturing the crafts and industries that the bank supplied its financial services to. The Building was listed as a Grade I building in 1950.Since its name was changed to Gibson Hall in 1990s, the hall has been operating solely as an events hosting venue available for hire to the public.",https://commons.wikimedia.org/wiki/File:City_of_London%2C_15_Bishopsgate_-_geograph.org.uk_-_561569.jpg
United Kingdom,London,Saint Nicholas Cole Abbey,W111354104,"religion,churches,interesting_places,other_churches",-0.09685,51.512093,"St. Nicholas Cole Abbey is a church in the City of London located on what is now Queen Victoria Street. Recorded from the twelfth century, the church was destroyed in the Great Fire of London in 1666 and rebuilt by the office of Sir Christopher Wren. The church suffered substantial bomb damage from German bombs during the London Blitz in the Second World War and was reconstructed by Arthur Bailey in 1961–2.",https://commons.wikimedia.org/wiki/File:St._Nicholas_Cole_Abbey.JPG
United Kingdom,London,St Botolph's Aldgate,W107740117,"religion,churches,interesting_places,other_churches",-0.076341,51.514076,"St Botolph's Aldgate is a Church of England parish church in the City of London and also, as it lies outside the line of the city's former eastern walls, a part of the East End of London.The full name of the church is St Botolph without Aldgate and Holy Trinity Minories and it is sometimes known simply as Aldgate Church. The ecclesiastical parish was united with that of the Church of Holy Trinity, Minories, in 1899.The current 18th-century church building is made of brick with stone quoins and window casings. The tower is square with an obelisk spire.",https://commons.wikimedia.org/wiki/File:St._Botolph_Aldgate_1.jpg
United Kingdom,London,St Helen Bishopsgate,R3850933,"religion,churches,interesting_places,other_churches",-0.081692,51.514736,"St Helen's Bishopsgate is a large conservative evangelical Anglican church located off Bishopsgate in London.It is the largest surviving parish church in the City of London and it contains more monuments than any other church in Greater London except Westminster Abbey, hence it is sometimes referred to as the ""Westminster Abbey of the City"".It was the parish church of William Shakespeare when he lived in the area in the 1590s. In 1608, Sir Alberico Gentili, the founder of the science of international law, was buried in the church.",https://commons.wikimedia.org/wiki/File:%C3%89glise_St_Helen%27s_Bishopsgate.JPG
United Kingdom,London,Bracken House,Q17549117,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",-0.096264,51.512402,"Bracken House is a building at 10 Cannon Street in the City of London, occupied by the Financial Times newspaper until the 1980s. A late example of modern classicism, it was constructed from 1955 to 1958 to a design by Sir Albert Richardson to serve as the headquarters and printing works of the Financial Times, on a cleared bomb site southeast of St Paul's Cathedral. It is a Grade II* listed building, and was the first building built after the Second World War in England to become listed.It was announced in early 2016 that The Financial Times would move back in to Bracken House from 2018.",https://commons.wikimedia.org/wiki/File:EH1262582_Bracken_House_05.jpg
United Kingdom,London,Christ Church Garden,W28966973,"religion,churches,gardens_and_parks,urban_environment,cultural,interesting_places,other_churches",-0.105195,51.506119,"Christ Church, Southwark, is a church of the Anglican denomination situated on the west side of Blackfriars Road, London. At the time of the foundation there was no bridge at Blackfriars and so no major road connecting the area to the south or to the City.The current church was built in 1958, following total destruction of the previous building in 1941, during the London Blitz. It has been Grade II listed since 2010.",https://commons.wikimedia.org/wiki/File:Christ_Church%2C_Southwark%2C_front_view_-_geograph.org.uk_-_1143611.jpg
United Kingdom,London,Christ Church,W77739561,"religion,churches,interesting_places,other_churches",-0.105154,51.506245,"Christ Church, Southwark, is a church of the Anglican denomination situated on the west side of Blackfriars Road, London. At the time of the foundation there was no bridge at Blackfriars and so no major road connecting the area to the south or to the City.The current church was built in 1958, following total destruction of the previous building in 1941, during the London Blitz. It has been Grade II listed since 2010.",https://commons.wikimedia.org/wiki/File:Christ_Church%2C_Southwark%2C_front_view_-_geograph.org.uk_-_1143611.jpg
United Kingdom,London,City of London Club,Q5123769,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",-0.084667,51.514999,"The City of London Club was established in 1832 and is the oldest of the gentlemen's clubs based in the City of London. Its Italian Palladian-style building was designed by English architect Philip Hardwick. Prince Philip, Duke of Edinburgh, is its current royal patron.To be eligible for membership, applicants traditionally had to be a partner or a director of their firm. The Club has occupied the same building at 19 Old Broad Street, near Tower 42 and Liverpool Street station, since its foundation, although it initially occupied it on a leasehold basis, with freehold being acquired in 1889. It lies in the ward of Cornhill.",https://commons.wikimedia.org/wiki/File:City_of_London_Club%2C_19_Old_Broad_Street.jpg
United Kingdom,London,Сент-Мэри-ле-Боу,W90244113,"religion,churches,interesting_places,other_churches",-0.09353,51.513733,"Сент-Мэри-ле-Боу (англ. St Mary-le-Bow) — одна из самых известных церквей Лондона; находится в Сити. Построена в 1671—1680 К. Реном на месте сгоревшей прежней церкви. Слово «Боу» в названии (от англ. bow — арка) возникло от того, что церковь была построена над нормандской подземной часовней с каменным арочным сводом.",https://commons.wikimedia.org/wiki/File:StMaryLeBowChurch.jpg
United Kingdom,London,St Margaret Lothbury,W220646285,"religion,churches,interesting_places,other_churches",-0.088772,51.514832,"St Margaret Lothbury is a Church of England parish church in the City of London; it spans the boundary between Coleman Street Ward and Broad Street Ward. Recorded since the 12th century, the church was destroyed in the Great Fire of London in 1666 and rebuilt by the office of Sir Christopher Wren. St Margaret Lothbury still serves as a parish church, as well as being the official church of five Livery Companies, two Ward Clubs and two Professional Institutes. It also has connections with many local finance houses, all of which hold special services each year.",https://commons.wikimedia.org/wiki/File:St_Margarets_Lothbury_Church.jpg
United Kingdom,London,Hoop and Grapes,N288045288,"historic_architecture,architecture,interesting_places,pubs,foods,tourist_facilities,other_buildings_and_structures",-0.074251,51.514229,"The Hoop and Grapes is a Grade II* listed public house at Aldgate High Street in the City of London.Historic England notes that it was probably built in the late 17th century, and that it is ""a type of building once common in London but now very rare.""",https://commons.wikimedia.org/wiki/File:Hoop_and_Grapes%2C_Aldgate%2C_EC3_%282581221888%29.jpg
United Kingdom,London,The Guild Church of Saint Benet,W154381336,"religion,churches,interesting_places,other_churches",-0.099225,51.511684,"The Church of St Benet Paul's Wharf is a Welsh Anglican church in the City of London. Since 1556, it has also been the official church of the College of Arms in which many officers of arms have been buried. In 1666 it was destroyed in the Great Fire of London, after which it was rebuilt and merged with nearby St Peter's. The current church was designed by Sir Christopher Wren. It is one of only four churches in the City of London to escape damage during World War II.",https://commons.wikimedia.org/wiki/File:St_Benet_Paul%27s_Wharf_%2814358111132%29.jpg
United Kingdom,London,St Olave Old Jewry,Q7594994,"religion,churches,interesting_places,other_churches",-0.091306,51.5145,"St Olave's Church, Old Jewry sometimes known as Upwell Old Jewry was a church in the City of London located between the street called Old Jewry and Ironmonger Lane. Destroyed in the Great Fire of London in 1666, the church was rebuilt by the office of Sir Christopher Wren. The church was demolished in 1887, except for the tower and west wall, which remain today.",https://commons.wikimedia.org/wiki/File:St._Olave_Old_Jewry.JPG
United Kingdom,London,Baynard's Castle,Q812569,"fortifications,historic,monuments_and_memorials,interesting_places,castles,monuments",-0.1,51.511391,"Baynard's Castle refers to buildings on two neighbouring sites in the City of London, between where Blackfriars station and St Paul's Cathedral now stand. The first was a Norman fortification constructed by Ralph Baynard and demolished by King John in 1213. The second was a medieval palace built a short distance to the southeast and destroyed in the Great Fire of London in 1666. According to Sir Walter Besant, ""There was no house in [London] more interesting than this"". The original castle was built at the point where the old Roman walls and River Fleet met the River Thames, just east of what is now Blackfriars station. The Norman castle stood for over a century before being demolished by King John in 1213. It appears to have been rebuilt after the barons' revolt, but the site was sold in 1276 to form the precinct of the great priory of Blackfriars.",https://commons.wikimedia.org/wiki/File:ONL_%281887%29_1.198_-_Baynard%27s_Castle%2C_1790.jpg
United Kingdom,London,Saint George's Cathedral,W89825007,"religion,historic_architecture,architecture,churches,cathedrals,interesting_places,destroyed_objects,catholic_churches",-0.107922,51.497787,"The Metropolitan Cathedral Church of St George, usually known as St George's Cathedral, Southwark is the cathedral of the Roman Catholic Archdiocese of Southwark, south London and is the seat of the Archbishop of Southwark.The Cathedral is the Mother Church of the Roman Catholic Province of Southwark which covers the Archdiocese of Southwark (all of London south of the River Thames including Kent and north Surrey) and the Dioceses of Arundel and Brighton, Portsmouth, and Plymouth. It is the Metropolitan Cathedral of the Archbishop of Southwark.",https://commons.wikimedia.org/wiki/File:St_georges_roman_catholic_cathedral_southwark.jpg
United Kingdom,London,Dutch Church,W85478889,"religion,churches,interesting_places,other_churches",-0.085578,51.515434,"The Dutch Church, Austin Friars (Dutch: Nederlandse Kerk Londen), is a reformed church in the Broad Street Ward, in the City of London. Located on the site of the 13th-century Augustinian friary, the original building granted to Protestant refugees for their church services in 1550 was destroyed during the London Blitz.The present church was built between 1950 and 1954 and is a familiar landmark in the Broad Street Ward. With the founding of the church dating to 1550, it is the oldest Dutch-language Protestant church in the world, and as such is known in The Netherlands as the mother church of all Dutch reformed churches.",https://commons.wikimedia.org/wiki/File:The_Dutch_Church%2C_Austin_Friars%2C_London.jpg
United Kingdom,London,St Ethelburga-the-Virgin within Bishopsgate,W166431057,"religion,churches,interesting_places,other_churches",-0.081972,51.515488,"St Ethelburga-the-Virgin within Bishopsgate is a Church of England church in the City of London, located on Bishopsgate near Liverpool Street station.In 1993 an IRA bomb severely damaged the church and once the building was rebuilt and restored it re-opened as a Centre for Reconciliation and Peace.",https://commons.wikimedia.org/wiki/File:St_Ethelburga%2C_Bishopsgate_-_geograph.org.uk_-_1089576.jpg
United Kingdom,London,St Lawrence and Mary Magdalene Drinking Fountain,Q19360716,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",-0.09735,51.512901,"The St Lawrence and Mary Magdalene Drinking Fountain is a drinking fountain on the eastern side of Carter Lane Gardens near St Paul's Cathedral in London, United Kingdom.",https://commons.wikimedia.org/wiki/File:London_St._Lawrence_Jewry_Memorial_Fountain.JPG
United Kingdom,London,The Centre Page,N441950765,"historic_architecture,architecture,interesting_places,pubs,foods,tourist_facilities,other_buildings_and_structures",-0.09878,51.512512,"The Centre Page is a pub at 29–33 Knightrider Street, London EC4.It is a Grade II listed building, built in the mid-19th century, and previously known as The Horn Tavern.",https://commons.wikimedia.org/wiki/File:Centre_Page%2C_St_Pauls%2C_EC4_%283778235055%29.jpg
United Kingdom,London,St Augustine Watling Street,Q7592558,"religion,churches,interesting_places,other_churches",-0.096944,51.513477,"St Augustine, Watling Street was an Anglican church which stood just to the east of St Paul's Cathedral in the City of London. First recorded in the 12th century, it was destroyed by the Great Fire of London in 1666 and rebuilt to the designs of Christopher Wren. This building was destroyed by bombing during the Second World War, and its remains now form part of St Paul's Cathedral Choir School.",https://commons.wikimedia.org/wiki/File:St_augustine_watling_street.jpg
United Kingdom,London,Lambeth Magistrates' Court,Q27082356,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",-0.105374,51.491764,"Lambeth Magistrates' Court is a former magistrates' court building in Renfrew Road, Kennington SE11, in the London Borough of Lambeth. It was originally known as Lambeth Police Court. It is now home to the Jamyang Buddhist Centre.It is a Grade II-listed building, built in 1869 and designed by Thomas Charles Sorby in the Gothic Revival style.It is ""the earliest surviving example of a Criminal Magistrates Court in the Metropolitan area"".",https://commons.wikimedia.org/wiki/File:Former_Magistrates_Court_%288668004223%29.jpg
United Kingdom,London,Wool House,Q8033752,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",-0.06701,51.512402,"Wool House is a grade II listed Victorian wool warehouse at 74 Backchurch Lane, in the London Borough of Tower Hamlets. It was originally five storeys tall, and spanned a total of 137,455 square feet (12,770.0 m2). An additional floor was constructed on the roof in the early 2000s, creating an additional 12,000 square feet (1,100 m2) of floorspace. The warehouse is one of two that were constructed on Backchurch lane in the late 1880s for Browne & Eagle, a wool storage firm.",https://commons.wikimedia.org/wiki/File:WoolHouse74BackChurchLaneLondon.jpg
United Kingdom,London,Statue of Thomas Becket,Q21451746,"cultural,urban_environment,interesting_places,sculptures",-0.0976,51.5135,"The statue of Thomas Becket (1970) by Edward Bainbridge Copnall is installed in St Paul's Churchyard in London, United Kingdom.",https://commons.wikimedia.org/wiki/File:Becket_by_Bainbridge_Copnall_%283804587334%29.png
United Kingdom,London,Old Fire Station,Q27086778,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",-0.105123,51.491219,"The Old Fire Station is a Grade II listed former fire station in Renfrew Road, Kennington, London SE11.It was built in 1868 for the Metropolitan Fire Brigade, by the architect Edward Cresy, and extended in 1896 for the London County Council, by the architect Robert Pearsall and his assistants.",https://commons.wikimedia.org/wiki/File:Old_Fire_Station%2C_Kennington%2C_October_2014_02.jpg
United Kingdom,London,Old Doctor Butler's Head,W159751191,"historic_architecture,architecture,interesting_places,pubs,foods,tourist_facilities,other_buildings_and_structures",-0.090291,51.515652,"Old Doctor Butler's Head is a pub in Mason's Avenue, London EC2. The pub was named after the physician William Butler, a doctor at the court of James I. Butler is credited with inventing the medicinal drink Dr Butler’s purging ale, which became popular in 17th-century England.The pub is a Grade II listed building, probably dating back to the early 19th century.",https://commons.wikimedia.org/wiki/File:Old_Doctor_Butlers_Head%2C_Bank%2C_EC2_%283830260597%29.jpg
United Kingdom,London,The Guild Church of Saint Lawrence Jewry,W126469807,"religion,churches,interesting_places,other_churches",-0.092388,51.515259,"St Lawrence Jewry next Guildhall is a Church of England guild church in the City of London on Gresham Street, next to Guildhall. It was destroyed in the Great Fire of London in 1666, and rebuilt to the designs of Sir Christopher Wren. It is the official church of the Lord Mayor of London.",https://commons.wikimedia.org/wiki/File:St_Lawrence_Jewry.jpg
United Kingdom,London,St. George's German Lutheran Church,W58718297,"religion,churches,interesting_places,other_churches",-0.070412,51.514172,"St George's German Lutheran Church is a church in Alie Street, Aldgate just to the East of the City of London. From its foundation in 1762 until 1995 it was used by German Lutherans. Today the small vestry serves as an office for the Historic Chapels Trust and the church is available for hire for secular events.St George's was the fifth Lutheran church to be built in London. It is now the oldest surviving German Lutheran church in the United Kingdom.",https://commons.wikimedia.org/wiki/File:German_Lutheran_Church.jpg
United Kingdom,London,Baynard House,Q4874647,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",-0.101223,51.511902,"Baynard House is a brutalist office block in Queen Victoria Street in Blackfriars in the City of London, occupied by BT Group. It was built on the site of Baynard's Castle. Most of the land under it is a Scheduled Ancient Monument. From 1982 to 1997 it housed the BT Museum.",https://commons.wikimedia.org/wiki/File:Baynard_House_01.jpg
United Kingdom,London,Олд Вик,W23486376,"cultural,theatres_and_entertainments,interesting_places,other_theatres",-0.10933,51.501999,"«Олд Вик» (англ. Old Viс Theatre) — театр в Лондоне, расположенный к юго-востоку от станции Ватерлоо на углу Кат и Ватерлоо-роуд (англ.).Королевский Кобург-театр (Royal Coburg Theatre) был построен в 1818 году, в 1880 году название было изменено Эммой Конс (англ.) на Королевский Виктория-холл (Royal Victoria Hall). В 1898 году племянница Конс, Лилиан Бэйлис (англ.) приняла на себя руководство, а в 1914 году начала ставить на сцене Олд Вика пьесы Шекспира. Зданию потребовался ремонт после разрушительных бомбардировок 1940-х, вновь театр открылся для публики лишь в 1951 году после реконструкции.",https://commons.wikimedia.org/wiki/File:Waterloo_the_old_vic_1.jpg
United Kingdom,London,Имперский военный музей,W8614496,"museums,cultural,interesting_places,military_museums",-0.108598,51.495617,"Имперский военный музей (англ. Imperial War Museum) — музей в Лондоне, в районе Ламбет. В его коллекцию входит военная техника, оружие, вещи военных лет, публичная библиотека, фотографический архив и художественная коллекция, посвящённые вооружённым конфликтам, начиная с Первой мировой войны вплоть до наших дней, особенно тем, в которых участвовали Соединённое Королевство, Британская империя и Содружество.",https://commons.wikimedia.org/wiki/File:Imperial_War_Museum_Front.JPG
United Kingdom,London,Blackfriars Bridge,W123464163,"bridges,architecture,interesting_places,other_bridges",-0.104409,51.50975,"Blackfriars Bridge is a road and foot traffic bridge over the River Thames in London, between Waterloo Bridge and Blackfriars Railway Bridge, carrying the A201 road. The north end is near the Inns of Court and Temple Church, along with Blackfriars station. The south end is near the Tate Modern art gallery and the Oxo Tower.",https://commons.wikimedia.org/wiki/File:Blackfriars_Bridge%2C_River_Thames%2C_London%2C_with_St_Pauls_Cathedral.jpg
United Kingdom,London,All Hallows On The Wall,W154411113,"religion,churches,interesting_places,other_churches",-0.084259,51.516579,"All Hallows-on-the-Wall is a Church of England church located in the City of London. Its name refers to its location, inside and adjacent to London Wall, the former city wall, at Broad Street.",https://commons.wikimedia.org/wiki/File:Church_of_All_Hallows%2C_2013_%284%29.JPG
United Kingdom,London,St Botolph without Bishopsgate Gardens,W247645538,"religion,churches,gardens_and_parks,urban_environment,cultural,interesting_places,other_churches",-0.081875,51.516571,"St Botolph-without-Bishopsgate is a Church of England church in the City of London, and also, by virtue of lying outside the City's (now demolished) eastern walls, part of London's East End.Adjoining the buildings is a substantial churchyard – running along the back of Wormwood Street, the former course of London Wall – and a former school. The church is linked with the Worshipful Company of Coopers and the Worshipful Company of Bowyers.",https://commons.wikimedia.org/wiki/File:St_Botolph-without-Bishopsgate%2C_London.JPG
United Kingdom,London,Chartered Accountants' Hall,Q57498159,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",-0.0884,51.5163,"Chartered Accountants' Hall is a Grade II* listed building located at 1 Moorgate Place in the City of London. It is the headquarters of the Institute of Chartered Accountants in England & Wales (ICAEW). The Hall is one of the richest examples of late Victorian architecture in the City and has been praised for its seamless integration of sculpture.It established the fame of its architect, John Belcher. Chartered Accountants’ Hall was Belcher's first building in a more monumental Baroque Revival style, drawing on Baroque architecture which he had studied while travelling in Europe..",https://commons.wikimedia.org/wiki/File:Entrance_to_Chartered_Accountants_Hall_in_Moorgate_Place_%28geograph_1823529%29.jpg
United Kingdom,London,St Andrew by the Wardrobe,W189899147,"religion,churches,interesting_places,other_churches",-0.101242,51.512383,"St. Andrew-by-the-Wardrobe is a Church of England church located on Queen Victoria Street, London in the City of London, near Blackfriars station.",https://commons.wikimedia.org/wiki/File:St_Andrew_by_the_Wardrobe%2C_London_EC4_-_geograph.org.uk_-_1231445.jpg
United Kingdom,London,The Kings Arms,N266557286,"historic_architecture,architecture,interesting_places,pubs,foods,tourist_facilities,other_buildings_and_structures",-0.109147,51.504505,"The King's Arms is a pub at 25 Roupell Street, Waterloo, London SE1.It is a Grade II listed building, built in the early-mid 19th century.",https://commons.wikimedia.org/wiki/File:Kings_Arms%2C_Waterloo%2C_SE1_%282588424576%29.jpg
United Kingdom,London,Собор Святого Павла,W369161987,"religion,cathedrals,interesting_places",-0.098451,51.513786,"Собо́р Свято́го Па́вла (англ. St Paul's Cathedral) — англиканский собор, посвященный апостолу Павлу. Находится на вершине холма Ладгейт-Хилл — самой высокой точки Сити; является резиденцией епископа Лондона.",https://commons.wikimedia.org/wiki/File:St_Pauls_aerial_%28cropped%29.jpg
United Kingdom,London,St Botolph-without-Bishopsgate,W89678816,"religion,churches,interesting_places,other_churches",-0.08161,51.516666,"St Botolph-without-Bishopsgate is a Church of England church in the City of London, and also, by virtue of lying outside the City's (now demolished) eastern walls, part of London's East End.Adjoining the buildings is a substantial churchyard – running along the back of Wormwood Street, the former course of London Wall – and a former school. The church is linked with the Worshipful Company of Coopers and the Worshipful Company of Bowyers.",https://commons.wikimedia.org/wiki/File:St_Botolph-without-Bishopsgate%2C_London.JPG
United Kingdom,London,The London Nautical School,W107679042,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",-0.108157,51.5065,"The London Nautical School is a foundation school for boys and a coeducational sixth form, located in the Blackfriars area of the London Borough of Lambeth, England. The school is celebrating its 100 years of existence in 2015. In May 2015 the school received a Good judgement from Ofsted.The school retains a strong nautical and maritime tradition with boys and girls experiencing a range of water sports. A large number of pupils are involved with the sea cadets and some continue into both the Royal and Merchant Navy.",https://commons.wikimedia.org/wiki/File:Wikimania_2014_-_0802_-_London_Nautical_School220206.jpg
United Kingdom,London,Гилдхолл,W539317283,"historic_architecture,architecture,interesting_places,other_buildings_and_structures",-0.091931,51.515888,"Гилдхолл — здание в лондонском Сити, на протяжении многих лет бывшее резиденцией лорд-мэра.",https://commons.wikimedia.org/wiki/File:2007_0513London0033.JPG
United Kingdom,London,St Vedast,W356857428,"religion,churches,interesting_places,other_churches",-0.096123,51.514896,"Saint Vedast Foster Lane or Saint Vedast-alias-Foster, a church in Foster Lane, in the City of London, is dedicated to St. Vedast (Foster is an Anglicisation of the name ""Vaast"", as the saint is known in continental Europe), a French saint whose cult arrived in England through contacts with Augustinian clergy.",https://commons.wikimedia.org/wiki/File:Ancient_and_modern_in_Foster_Lane_-_geograph.org.uk_-_921947.jpg
